"HeroProductID","NeueArtikelnummer","UrspruenglicheArtikelnummer","Bezeichnung","Beschreibung","Preis","Lieferant","Typ","DeaktiviertAm"
"Ge7LQy6XgAA","ALT-GWS.LV23-08.04.8-Ge7L","GWS.LV23-08.04.8","[ALT 78.8182 EUR] GWS.LV23-08.04.8","Zulage zu Pos 08.04.1
Lieferung und Montage eines Türblattes mit Lichtausschnitt,
Abmessung (LA): bis 0,40m*1,50 m 
mit Ornament,- Milch- oder Klarglasverglasung","78,8182","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LSPZXgAA","ALT-GWS.LV23-21.02.01.23-Ge7L","GWS.LV23-21.02.01.23","[ALT 514.071 EUR] GWS.LV23-21.02.01.23","Im Bestand vorhandene Trinkwassersteigeleitung sowie Fallstrang demontieren und entsorgen.
Neue Leitung liefern und fachgerecht montieren. Rohrdurchführungen entsprechend DIN-Brandschutzanforderungen verschließen","514,071","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRovXgAA","ALT-GWS.LV23-20.01.20-Ge7L","GWS.LV23-20.01.20","[ALT 6.3723 EUR] GWS.LV23-20.01.20","Kunststoffpanzerrohr M 40 in offener Verlegung,
Aufputz, inkl. Befestigungsmaterial,
liefern und montieren.","6,3723","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRm4XgAA","ALT-GWS.LV23-20.01.13-Ge7L","GWS.LV23-20.01.13","[ALT 20.0866 EUR] GWS.LV23-20.01.13","Hauptleitung/Starkstromerdkabel NYY-J 4*25 mm² in vorhand. Leerrohr, Installationskanal oder Kabelträger fachgerecht verlegen.","20,0866","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRnHXgAA","ALT-GWS.LV23-20.01.14-Ge7L","GWS.LV23-20.01.14","[ALT 24.935 EUR] GWS.LV23-20.01.14","Hauptleitung/Starkstromerdkabel NYY-J 4*35 mm² in vorhand. Leerrohr, Installationskanal oder Kabelträger fachgerecht verlegen.","24,935","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRnXXgAA","ALT-GWS.LV23-20.01.15-Ge7L","GWS.LV23-20.01.15","[ALT 32.5541 EUR] GWS.LV23-20.01.15","Hauptleitung/Starkstromerdkabel NYY-J 5*35 mm² in vorhand. Leerrohr, Installationskanal oder Kabelträger fachgerecht verlegen.","32,5541","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRnmXgAA","ALT-GWS.LV23-20.01.16-Ge7L","GWS.LV23-20.01.16","[ALT 5.1255 EUR] GWS.LV23-20.01.16","Hauptleitung NYM-J 1*16 mm² in vorhand. Leerrohr, Installationskanal oder Kabelträger fachgerecht verlegen.","5,1255","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRn5XgAA","ALT-GWS.LV23-20.01.17-Ge7L","GWS.LV23-20.01.17","[ALT 15.6537 EUR] GWS.LV23-20.01.17","Hauptleitung NYM-J 5*16 mm² in vorhand. Leerrohr, Installationskanal oder Kabelträger fachgerecht verlegen.","15,6537","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRoIXgAA","ALT-GWS.LV23-20.01.18-Ge7L","GWS.LV23-20.01.18","[ALT 2.0225 EUR] GWS.LV23-20.01.18","SFTP-Datenkabel  in vorh. Leerrohr u.Ä. verlegen","2,0225","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRocXgAA","ALT-GWS.LV23-20.01.19-Ge7L","GWS.LV23-20.01.19","[ALT 2.7013 EUR] GWS.LV23-20.01.19","Kunststoffpanzerrohr M 20 in offener Verlegung, Aufputz, inkl. Befestigungsmaterial, liefern und montieren.","2,7013","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRpDXgAA","ALT-GWS.LV23-20.01.21-Ge7L","GWS.LV23-20.01.21","[ALT 13.5757 EUR] GWS.LV23-20.01.21","Installationskanal 60x110mm, Farbe weiß,
ohne Formteile, inkl. Befestigungsmaterial,
liefern und montieren.","13,5757","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRpcXgAA","ALT-GWS.LV23-20.01.22-Ge7L","GWS.LV23-20.01.22","[ALT 35.7402 EUR] GWS.LV23-20.01.22","Decken-Bohrung für Zählerzentralisierung mit 35mm Durchmesser und einer Bohrlänge von 24cm in Stahl-Beton herstellen.","35,7402","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRpzXgAA","ALT-GWS.LV23-20.01.23-Ge7L","GWS.LV23-20.01.23","[ALT 22.5801 EUR] GWS.LV23-20.01.23","Wand-Durchbruch für Zählerzentralisierung in Mauerwerk bis 40mm Durchmesser und 24cm Stärke herstellen.","22,5801","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRqsXgAA","ALT-GWS.LV23-20.01.26-Ge7L","GWS.LV23-20.01.26","[ALT 445.3675 EUR] GWS.LV23-20.01.26","Elektronisch geregelten Durchlauferhitzer
liefern und montieren

Fabrikat
DHB-E 18/21/24 LCD 3i Technologie Stiebel
inkl. Verlegung der Zuleitung","445,3675","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRriXgAA","ALT-GWS.LV23-20.01.29-Ge7L","GWS.LV23-20.01.29","[ALT 254.8915 EUR] GWS.LV23-20.01.29","Fachgerechte Demontage und Entsorgung einer schadstoffbelasteten (Asbest) Wärmespeicherheizung laut TRSG 519.","254,8915","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRsDXgAA","ALT-GWS.LV23-20.01.31-Ge7L","GWS.LV23-20.01.31","[ALT 42.5281 EUR] GWS.LV23-20.01.31","Anschlusskabel für Wärmespeicherheizung liefern und montieren.","42,5281","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRsVXgAA","ALT-GWS.LV23-20.01.32-Ge7L","GWS.LV23-20.01.32","[ALT 955.8432 EUR] GWS.LV23-20.01.32","Fachgerechte Lieferung und Montage einer neuen Wärmespeicherheizung
inkl. neuer Anschlussdose und Inbetriebnahme samt Protokollführung

Fabrikat:
STIEBEL ELTRON ETS 200 PLUS","955,8432","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRsrXgAA","ALT-GWS.LV23-20.01.33-Ge7L","GWS.LV23-20.01.33","[ALT 1080.5184 EUR] GWS.LV23-20.01.33","Fachgerechte Lieferung und Montage einer neuen Wärmespeicherheizung
inkl. neuer Anschlussdose und Inbetriebnahme samt Protokollführung

Fabrikat:
STIEBEL ELTRON ETS 300 PLUS","1080,5184","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRtJXgAA","ALT-GWS.LV23-20.01.34-Ge7L","GWS.LV23-20.01.34","[ALT 1219.0464 EUR] GWS.LV23-20.01.34","Fachgerechte Lieferung und Montage einer neuen Wärmespeicherheizung
inkl. neuer Anschlussdose und Inbetriebnahme samt Protokollführung

Fabrikat:
STIEBEL ELTRON ETS 400 PLUS","1219,0464","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRtbXgAA","ALT-GWS.LV23-20.01.35-Ge7L","GWS.LV23-20.01.35","[ALT 1357.5744 EUR] GWS.LV23-20.01.35","Fachgerechte Lieferung und Montage einer neuen Wärmespeicherheizung
inkl. neuer Anschlussdose und Inbetriebnahme samt Protokollführung

Fabrikat:
STIEBEL ELTRON ETS 500 PLUS","1357,5744","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRtsXgAA","ALT-GWS.LV23-20.01.36-Ge7L","GWS.LV23-20.01.36","[ALT 1496.1024 EUR] GWS.LV23-20.01.36","Fachgerechte Lieferung und Montage einer neuen Wärmespeicherheizung
inkl. neuer Anschlussdose und Inbetriebnahme samt Protokollführung

Fabrikat:
STIEBEL ELTRON ETS 600 PLUS","1496,1024","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScKsRIsAA","ALT-GWS.LV23-20.01.38-GGSc","GWS.LV23-20.01.38","[ALT 30 EUR] GWS.LV23-20.01.38","Thermostatkopf liefern und erneuern 
komplett mit festen Fühler

Hersteller: Kermi 
od. gleichw.
angeb. Hersteller/ Fabrikat:

''","30",,"Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRvAXgAA","ALT-GWS.LV23-20.02.2-Ge7L","GWS.LV23-20.02.2","[ALT 127.3217 EUR] GWS.LV23-20.02.2","Zuleitung von UV  zum Mieterkeller,
1  Feuchtraum aP Kombination mit Schuko-Steckdose und Ausschalter,
1 Schiffsarmatur inkl. LED Leuchtmittel

Elektroneuinstallation in fix und fertiger sowie 
fach,- DIN und Norm gerechter Leistungserbringung inkl aller notwendiger Nebenleistungen.","127,3217","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRv4XgAA","ALT-GWS.LV23-20.02.5-Ge7L","GWS.LV23-20.02.5","[ALT 101.049 EUR] GWS.LV23-20.02.5","zusätzliches WC elektroseitig neu installieren:
1 Kontrollausschalter uP
1 Decken- oder Wandauslass,
1 Einfachsteckdose

Elektroneuinstallation in fix und fertiger sowie 
fach,- DIN und Norm gerechter Leistungserbringung inkl aller notwendiger Nebenleistungen.","101,049","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRvUXgAA","ALT-GWS.LV23-20.02.3-Ge7L","GWS.LV23-20.02.3","[ALT 272.1586 EUR] GWS.LV23-20.02.3","Wohnraum-/ Kinder- / Arbeitszimmer
1.XBrennstellen in Ausschaltung u.P. in NYM mit einem Lichtauslass einschl. der 
erforderlichen Schalter, Deckenhaken und Lüsterklemmen 
1.XBrennstellen Schukosteckdosen u.P. in NYM
3.XBrennstellen 2-fach Schukosteckdosen u.P. in NYM 
1.XAntennendose laut Angabe einschl. Leerdose oder glw.
 liefern, montieren und anschließen
1.XAntennenkabel u.P. verlegen bis zum Haupt- anschlusspunkt
1.X Antennenleerdose u.P.

Elektroneuinstallation in fix und fertiger sowie 
fach,- DIN und Norm gerechter Leistungserbringung inkl aller notwendiger Nebenleistungen.","272,1586","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRwMXgAA","ALT-GWS.LV23-20.02.6-Ge7L","GWS.LV23-20.02.6","[ALT 101.049 EUR] GWS.LV23-20.02.6","zusätzlicher ABstellr. elektroseitig neu installieren:
1 Kontrollausschalter uP
1 Decken- oder Wandauslass

Elektroneuinstallation in fix und fertiger sowie 
fach,- DIN und Norm gerechter Leistungserbringung inkl aller notwendiger Nebenleistungen.","101,049","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRxhXgAA","ALT-GWS.LV23-21.01.01.3-Ge7L","GWS.LV23-21.01.01.3","[ALT 46.5559 EUR] GWS.LV23-21.01.01.3","Vorhandenen Heizkörper (Stahlradiator, Gussradiator oder Plattenheizkörper) einschließlich Konsolen, Halter, Thermostatventile, Fühler, Rückverschraubung sowie Vorlauf- und Rücklaufanbindeleitung 
demontieren und ggf. verschließen.
Einschließlich entleeren, füllen und entlüften des Stranges einschl. Abtransport und Entsorgungskosten

Baulänge Heizkörper bis 3 m","46,5559","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScKvUIsAA","ALT-GWS.LV23-21.01.01.4-GGSc","GWS.LV23-21.01.01.4","[ALT 229.1667 EUR] GWS.LV23-21.01.01.4","Austauschheizkörper, als Ventilheizkörper
Bauhöhe bis 600 mm,
Baulänge bis 800 mm
profiliert mit oberer Abdeckung,
Seitenverkleidung, grundiert und endlackiert,
Farbe weiß,
Druckstufe PN 10, Typ 22/PKKP.
Einschließlich Lieferung und fachgerechter Montage eines voreinstellbaren Thermostatventilunterteils (verschiedene Ausführungen),
Thermostatkopf mit festem Fühler,
Entlüftungsstopfen, Blindstopfen und absperrbarer
Rücklaufverschraubung mit Entleerung, Wandkonsolen/Wandhalter sowie dem erforderlichen
Befestigungsmaterial.
Einschließlich dem Entleeren, Anschluss an die vorhandenen Rohrleitungen sowie dem Füllen
und Entlüften des Heizkörpers.


angeb. Fabrikat: ''


Produktvorgaben siehe
""Liste zu verbauender Fabrikate/ Produkte""","229,1667",,"Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRyAXgAA","ALT-GWS.LV23-21.01.01.5-Ge7L","GWS.LV23-21.01.01.5","[ALT 197.8624 EUR] GWS.LV23-21.01.01.5","Austauschheizkörper, als Ventilheizkörper

Fabrikat: HM Heizkörper
Ansprechpartner

Andreas Stahl
Wachsteder Straße 13
37351 Dingelstädt
Tel 036075/  3970
Mobil:  0170/ 9969216
Mail: a.stahl@hm-heating.de","197,8624","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRyhXgAA","ALT-GWS.LV23-21.01.01.7-Ge7L","GWS.LV23-21.01.01.7","[ALT 247.1568 EUR] GWS.LV23-21.01.01.7","Austauschheizkörper, als Kompaktheizkörper

Fabrikat: HM Heizkörper
Ansprechpartner

Andreas Stahl
Wachsteder Straße 13
37351 Dingelstädt
Tel 036075/  3970
Mobil:  0170/ 9969216
Mail: a.stahl@hm-heating.de","247,1568","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LRz6XgAA","ALT-GWS.LV23-21.01.01.13-Ge7L","GWS.LV23-21.01.01.13","[ALT 347.7997 EUR] GWS.LV23-21.01.01.13","Fabrikat: HM Heizkörper
Ansprechpartner

Andreas Stahl
Wachsteder Straße 13
37351 Dingelstädt
Tel 036075/  3970
Mobil:  0170/ 9969216
Mail: a.stahl@hm-heating.de","347,7997","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR0LXgAA","ALT-GWS.LV23-21.01.01.14-Ge7L","GWS.LV23-21.01.01.14","[ALT 22.0456 EUR] GWS.LV23-21.01.01.14","zu Pos 12, Pos 13","22,0456","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScKxzIsAA","ALT-GWS.LV23-21.01.01.15-GGSc","GWS.LV23-21.01.01.15","[ALT 31.6667 EUR] GWS.LV23-21.01.01.15","","31,6667",,"Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR0_XgAA","ALT-GWS.LV23-21.01.01.17-Ge7L","GWS.LV23-21.01.01.17","[ALT 33.4107 EUR] GWS.LV23-21.01.01.17","","33,4107","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScKyBIsAA","ALT-GWS.LV23-21.01.01.16-GGSc","GWS.LV23-21.01.01.16","[ALT 37.9167 EUR] GWS.LV23-21.01.01.16","","37,9167",,"Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR1VXgAA","ALT-GWS.LV23-21.01.01.18-Ge7L","GWS.LV23-21.01.01.18","[ALT 35.7385 EUR] GWS.LV23-21.01.01.18","","35,7385","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR1pXgAA","ALT-GWS.LV23-21.01.01.19-Ge7L","GWS.LV23-21.01.01.19","[ALT 49.9791 EUR] GWS.LV23-21.01.01.19","Heizkörper aufgrund des Einsatzortes ( erhöhter Schutz gegen Spritzwasser und/oder Luftfeuchtigkeit ) ,
mit Korrosionsschutzbeschichtung

Die spezielle Schicht wird direkt auf den Heizkörper aufgetragen und anschließend mit einer Pulverbeschichtung veredelt.","49,9791","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR16XgAA","ALT-GWS.LV23-21.01.01.20-Ge7L","GWS.LV23-21.01.01.20","[ALT 156.7837 EUR] GWS.LV23-21.01.01.20","Demontage des vorhandenen Therme, 
Zwischenlagerung und Wiedermontage am bisherigen Standort im Rahmen der Fertigmontage
(inkl. Erneuerung der Dichtungen und Inbetriebnahme)","156,7837","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScKz3IsAA","ALT-GWS.LV23-21.01.01.23-GGSc","GWS.LV23-21.01.01.23","[ALT 37.9167 EUR] GWS.LV23-21.01.01.23","Abstopfen Gasleitung.
Vorhandene Galseitung mit Sicherheitsstopfen versehen und abdichten.","37,9167",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScK0GIsAA","ALT-GWS.LV23-21.01.01.24-GGSc","GWS.LV23-21.01.01.24","[ALT 895.8333 EUR] GWS.LV23-21.01.01.24","Ggf. Demontage und fachgerechte Entsorgung vorhandener Gas-, Kalt- und Warmwasserleitungen einer Therme. 
Erstellung/Erneuerung der Gasleitungen zu vorgegebenen Montageortes der Therme einschließlich der erforderlichen Kalt- und Warmwasserleitungen
inkl. Gaszählerantrag mit Abholung und Montage; Dichtheitsprüfung sowie Mitteilung an den zuständigen Schornsteinfeger.

Pauschalpreis gilt für die Erstellung/Erneuerung der Leitungen für eine Wohneinheit.","895,8333",,"Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR3hXgAA","ALT-GWS.LV23-21.01.01.25-Ge7L","GWS.LV23-21.01.01.25","[ALT 106.8046 EUR] GWS.LV23-21.01.01.25","Lieferung und fachgerechter Einbau einer thermischen Absgasklappe","106,8046","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScK0pIsAA","ALT-GWS.LV23-21.01.01.26-GGSc","GWS.LV23-21.01.01.26","[ALT 22.9167 EUR] GWS.LV23-21.01.01.26","Punktuelle Beschädigungen an der vorhandenen Dämmung/Ummantelung aus Alufolie, PVC oder verzinktem Blech
von Rohrleitungen aus Kupfer, Kunststoff, verz. Stahl oder Edelstahl mit alukaschierten Mineralfaserschalen oder
Mineralfasermatten, Wärmeleitfähigkeitsgruppe 0,035 W/mK, bis zu einer Länge von 1,00 m fachgerecht reparieren.
Einschließlich Demontage der beschädigten Dämmung, allen Formstücken wie Bögen, Muffen, Abzweige
usw. sowie Ausbildung der Anschlüsse an die vorhandene Dämmung mit überlappendem Klebeband.
Ausführung: Ummantelung aus PVC oder Alufolie, Dicke der Dämmschicht gemäß EnEV","22,9167",,"Niedrigerer Preis","2026-01-26 22:15:47"
"GGScK09IsAA","ALT-GWS.LV23-21.01.01.27-GGSc","GWS.LV23-21.01.01.27","[ALT 22.9167 EUR] GWS.LV23-21.01.01.27","Wärmedämmung und/oder Schwitzwasserisolierung an Rohrleitungen in Schlitzen und auf Fußböden
aus geschlossenzelligen Schläuchen erneuern, Wärmeleitfähigkeitsgruppe 0,035 W/mK.
Nähte und Stöße mit Klebstoff verkleben und zusätzlich mit Band verkleben. Dämmschichtdicke gemäß EnEV.
Einschließlich Demontage von allen Formstücken wie Bögen, Muffen, Abzweige usw.

Nennweite/ Dämmschichtdicke:
WLG 035, DN 22 bis 50","22,9167",,"Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR46XgAA","ALT-GWS.LV23-21.01.01.29-Ge7L","GWS.LV23-21.01.01.29","[ALT 45.1866 EUR] GWS.LV23-21.01.01.29","Material/ Nennweite
bis 108 mm / Dämmung: bis 71 mm
Brandschutzschale
ROCKWOOL Conlit 150 U","45,1866","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR4oXgAA","ALT-GWS.LV23-21.01.01.28-Ge7L","GWS.LV23-21.01.01.28","[ALT 44.5019 EUR] GWS.LV23-21.01.01.28","Aluminiumkaschierte, druckfeste Steinwolle-Brandschutzschale feuchtigkeitsstabil,
Mindestrohdichte 150 kg/m3,
Schmelzpunkt &lt; 1.000 °C,
Baustoffklasse A 2 - nicht brennbar,
 als Rohrabschottung
R 30 bis R 90 von brennbaren und nichtbrennbaren Rohrleitungen,
bei Massivwänden und Decken sowie leichten
Trennwänden, Außendurchmesser der Rohrschalen entsprechend den gängigen Kernbohrungsdurchmessern
bei Wand- und Deckendurchführungen.
Einschließlich Verschluss des Ringspalts zwischen Rohrdurchführung und Kernbohrungswandung mittels
Brandschutzkitt oder anderer systemkonformer Masse herstellen.

Material/ Nennweite
bis 50 mm / Dämmung: bis 25 mm
Brandschutzschale
ROCKWOOL Conlit 150 U","44,5019","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScK16IsAA","ALT-GWS.LV23-21.01.01.30-GGSc","GWS.LV23-21.01.01.30","[ALT 33.75 EUR] GWS.LV23-21.01.01.30","Installationsrohr aus Kupfer, in Stangen oder Ringen, gem. DIN, mit RAL-Gütezeichen, bis d= 54 mm
in Kellerverteilungen oder als Steigeleitung liefern und verlegen.
Einschließlich einer Zulage von 25% auf Lohn
und Material für alle Form- und Verbindungsstücke, sowie aller Dichtungs- und Befestigungsmaterialien.
Verbindung durch Hart- bzw. Weichlöten oder durch Kupfer-Pressfittings.","33,75",,"Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR5eXgAA","ALT-GWS.LV23-21.01.01.32-Ge7L","GWS.LV23-21.01.01.32","[ALT 32.3152 EUR] GWS.LV23-21.01.01.32","Gewinderohr gem. DIN, in Kellerverteilungen oder als Steigeleitung liefern und verlegen.
Einschließlich einer Zulage von 25% auf Lohn und Material für alle Form- und Verbindungsstücke,
sowie aller Dichtungs- und Befestigungsmaterialien. Ausführung: geschweißt oder nahtlos.
Nennweite bis DN50 , verzinkt","32,3152","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR5xXgAA","ALT-GWS.LV23-21.01.01.34-Ge7L","GWS.LV23-21.01.01.34","[ALT 38.614 EUR] GWS.LV23-21.01.01.34","Leitungsrohr aus Edelstahl, in Stangen oder Ringen, in Kellerverteilungen oder in Steigeleitungen
liefern und verlegen. Einschließlich einer Zulage von 25% auf Lohn und Material für alle Form- und
Verbindungsstücke sowie aller Dichtungs- und Befestigungsmaterialien.
Verbindung durch Verpressen mittels Pressfittings und Presswerkzeug.
Nennweite bis DN 25","38,614","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR6FXgAA","ALT-GWS.LV23-21.01.01.36-Ge7L","GWS.LV23-21.01.01.36","[ALT 32.1783 EUR] GWS.LV23-21.01.01.36","Mehrschichtverbundrohr mit und ohne Schutzrohr / Isolierung, Stangen- oder Ringware, in Kellerverteilungen oder als Steigeleitung liefern und verlegen. Einschließlich einer Zulage von 25% auf Lohn und Material für alle Formund
Verbindungsstücke sowie aller Dichtungs- und Befestigungsmaterialien.
Ausführung: als Stange, Ring, Ring im Schutzrohr oder Ring mit Rundumisolierung bis 16 mm.
Verbindung mittels Pressfittingen aus Rotguss.
Durchmesser: bis 32*3,2 mm

Mehrschichtverbundrohr
Fabrikat: VIEGA Raxinox","32,1783","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"GGScK3IIsAA","ALT-GWS.LV23-21.01.01.37-GGSc","GWS.LV23-21.01.01.37","[ALT 35.4167 EUR] GWS.LV23-21.01.01.37","Stahlrohr gem. DIN, schwarz, normalwandig, in Kellerverteilungen oder als Steigeleitung liefern und verlegen.
Einschließlich einer Zulage von 25% auf Lohn und Material für alle Form- und Verbindungsstücke,
sowie aller Dichtungs- und Befestigungsmaterialien.
Ausführung: nahtlos

Nennweite: bis DN 65","35,4167",,"Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR6mXgAA","ALT-GWS.LV23-21.01.02.1-Ge7L","GWS.LV23-21.01.02.1","[ALT 2560.5723 EUR] GWS.LV23-21.01.02.1","Ausführung Brennwertgerät: Anschluss an vorhandene, zulässige Abgasführung einschl. Verrohrung und
Herstellung/Anschluss der Kondenswasserleitung mit Geruchsverschluss an die Hausentwässerung.","2560,5723","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR64XgAA","ALT-GWS.LV23-21.01.02.2-Ge7L","GWS.LV23-21.01.02.2","[ALT 2423.6433 EUR] GWS.LV23-21.01.02.2","Ausführung Heizwertgerät: Anschluss an Hausschornstein (raumluftabhängig), einschließlich Verrohrung.","2423,6433","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR7uXgAA","ALT-GWS.LV23-21.01.03.3-Ge7L","GWS.LV23-21.01.03.3","[ALT 538.131 EUR] GWS.LV23-21.01.03.3","Speicherwassererwärmer montieren und an die vorhandenen
Kalt-, Warmwasser- und Zirkulationsleitungen unter Weiterverwendung der vorhandenen Absperreinrichtungen
anschließen, in folgenden Ausführungen: Speicher mit druckfestem, emailliertem Stahlbehälter, Mantel und
Deckel weiß, unterbaufähig,
Speicherinhalt  bis 200 l","538,131","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR7fXgAA","ALT-GWS.LV23-21.01.03.2-Ge7L","GWS.LV23-21.01.03.2","[ALT 2615.3439 EUR] GWS.LV23-21.01.03.2","Anschluss an Hausschornstein (raumluftabhängig), einschließlich Verrohrung.( Austausch )","2615,3439","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LR78XgAA","ALT-GWS.LV23-21.01.03.4-Ge7L","GWS.LV23-21.01.03.4","[ALT 219.0864 EUR] GWS.LV23-21.01.03.4","Speicherverrohrung inkl. Sicherheitsgruppe für Warmwasserspeicher liefern und montieren.","219,0864","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LSBZXgAA","ALT-GWS.LV23-21.02.01.2-Ge7L","GWS.LV23-21.02.01.2","[ALT 258.4027 EUR] GWS.LV23-21.02.01.2","Lieferung und Montage einer Vorwandinstallation passen abgestimmt auf den zu verbauenden Waschtisch

Produktvorgabe siehe
""Liste zu verbauender Fabrikate""","258,4027","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
"Ge7LPv4XgAA","ALT-GWS.LV23-04.01.5-Ge7L","GWS.LV23-04.01.5","[ALT 46.9911 EUR] GWS.LV23-04.01.5","Nichttragende innere Trennwand DIN 4103-1
als Montagewand,

Wandhöhe:  bis 2,60 m
Wanddicke: 100 mm

Umlaufende Anschlüsse starr,
vorhandener Befestigungsuntergrund
Stahlbeton/ Mauerwerk /Leichtbeton/ KvH
Ausführung mit Unterkonstruktion aus verzinkten Stahlblechprofilen DIN 18182-
Metallständer CW 50
Boden und Deckenanschlüsse mit Randprofilen UW 50/40,
Befestigung mit bauaufsichtlich zugelassenen Befestigungsmitteln.

Dämmschicht aus Mineralwolle , Dicke 40 mm,
Brandverhalten nach DIN EN 13501-1,A1
Wärmeleitfähigkeit  0,040 W/(mK)
einlagig, dicht stoßen, abrutschsicher verlegen.
Produkt: Knauf Insulation Trennwand-Dämmplatte TP 115
oder gleichwertig.
''


Beplankung beidseitig GKB,  imprägniert,
Plattendicke 2x 12,5 mm, je Beplankungsseite
Feuerwiderstandsklasse DIN 4102-2: F30.
R Wert Schalldämm-Maß Rw,R = 52 dB.
Bewertetes Schalldämm-Maß Rw = 54,1 dB
Standardverspachtelung, Q2

System:
Knauf Metallständerwand W112.de
oder gleichwertig
angeb. Hersteller/ Fabrikat:

''



Folgende Leistungen sind in die Position mit einzuberechnen und werden nicht gesondert vergütet:

Deckenanschluss
Die Beplankung ist dicht an die Decke zu führen.
Produkte:
Knauf Trenn-Fix
Knauf Uniflott/ Fugenfüller leicht

Fußbodenanschluss  herstellen.

Wandanschluss an eine Massivwand/ leichte Trennwand.
Die Beplankung ist dicht an die die Wand anzuschließen.
Knauf Trenn-Fix
Knauf Uniflott/ Fugenfüller leicht

oder gleichwertig
angeb. Hersteller/ Fabrikat:

''


Ausführungen gem. Kanuf Detail W11
Gesamte Arbeit nach Werksvorschrift ausführen.","46,9911","GWS 2025-01","Niedrigerer Preis","2026-01-26 22:15:47"
